Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Day of Week,Month,Year,Week of Year
DEBIT,4,Cleats,Philadelphia,EE. UU.,Corporate,PA,Apparel,Pacific Asia,Caloundra,Australia,0.07,1,59.99000168,Oceania,Queensland,Perfect Fitness Perfect Rip Deck,Standard Class,1,3,2016,11
DEBIT,4,Men's Footwear,Simi Valley,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Melbourne,Australia,0.07,1,129.9900055,Oceania,Victoria,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2,3,2016,11
DEBIT,4,Men's Footwear,Detroit,EE. UU.,Corporate,MI,Apparel,Pacific Asia,Bendigo,Australia,0.07,1,129.9900055,Oceania,Victoria,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,5,2,2016,5
DEBIT,4,Women's Clothing,Garden Grove,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Adelaide,Australia,0.07,1,215.8200073,Oceania,Australia del Sur,Summer dresses,Standard Class,6,1,2018,4
DEBIT,4,Men's Footwear,San Diego,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Ajmer,India,0.07,1,129.9900055,South Asia,Rajastán,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,4,12,2015,51
DEBIT,4,Men's Footwear,Chicago,EE. UU.,Corporate,IL,Apparel,Pacific Asia,Kerman,Irán,0.07,1,129.9900055,South Asia,Kerman,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,1,1,2017,3
DEBIT,4,Women's Clothing,Placentia,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Vadodara,India,0.07,1,215.8200073,South Asia,Guyarat,Summer dresses,Standard Class,2,12,2017,50
DEBIT,4,Crafts,San Jose,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Semarang,Indonesia,0.07,1,461.480011,Southeast Asia,Java Central,Porcelain crafts,Standard Class,1,12,2017,52
DEBIT,4,Men's Footwear,Honolulu,EE. UU.,Corporate,HI,Apparel,Pacific Asia,Cirebon,Indonesia,0.07,1,129.9900055,Southeast Asia,Java Occidental,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2,1,2016,4
DEBIT,4,Women's Clothing,Mentor,EE. UU.,Corporate,OH,Apparel,Pacific Asia,Rangún,Myanmar (Birmania),0.07,1,215.8200073,Southeast Asia,Rangún,Summer dresses,Standard Class,1,1,2018,5
DEBIT,4,Men's Footwear,Santa Clara,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Kütahya,Turquía,0.07,1,129.9900055,West Asia,Kütahya,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,1,8,2016,35
DEBIT,4,Men's Footwear,Union,EE. UU.,Corporate,NJ,Apparel,Pacific Asia,Bagdad,Irak,0.07,1,129.9900055,West Asia,Bagdad,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,3,11,2016,46
DEBIT,4,Men's Footwear,Long Beach,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Namangán,Uzbekistán,0.090000004,1,129.9900055,Central Asia,Namangán,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,3,12,2016,52
DEBIT,4,Cleats,Westminster,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Xinzhou,China,0.090000004,1,59.99000168,Eastern Asia,Hubei,Perfect Fitness Perfect Rip Deck,Standard Class,3,3,2016,10
DEBIT,4,Men's Clothing,Pompano Beach,EE. UU.,Corporate,FL,Apparel,Pacific Asia,Mudanjiang,China,0.090000004,1,210.8500061,Eastern Asia,Heilongjiang,Men's gala suit,Standard Class,4,11,2017,47
DEBIT,4,Women's Apparel,Azusa,EE. UU.,Consumer,CA,Golf,Africa,Lokossa,Benín,0.100000001,5,250.0,West Africa,Mono,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,12,2016,49
DEBIT,4,Women's Apparel,Fort Lauderdale,EE. UU.,Consumer,FL,Golf,Africa,Ikot Ekpene,Nigeria,0.119999997,5,250.0,West Africa,Akwa Ibom,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2,10,2016,43
DEBIT,4,Shop By Sport,San Antonio,EE. UU.,Consumer,TX,Golf,Africa,Warri,Nigeria,0.129999995,5,199.9499969,West Africa,Delta,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2,10,2016,42
DEBIT,4,Shop By Sport,Princeton,EE. UU.,Consumer,NJ,Golf,Africa,Bandundu,República Democrática del Congo,0.150000006,5,199.9499969,Central Africa,Bandundu,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,6,11,2016,44
DEBIT,4,Women's Apparel,Perth Amboy,EE. UU.,Consumer,NJ,Golf,Africa,Lagos,Nigeria,0.159999996,5,250.0,West Africa,Lagos,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,9,2016,39
DEBIT,4,Women's Apparel,Miami,EE. UU.,Consumer,FL,Golf,Africa,Foumban,Camerún,0.170000002,5,250.0,Central Africa,Ouest,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,9,2016,35
DEBIT,4,Women's Apparel,Loveland,EE. UU.,Consumer,OH,Golf,Africa,Luanda,Angola,0.170000002,5,250.0,Central Africa,Luanda,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,11,2016,45
DEBIT,4,Women's Apparel,Virginia Beach,EE. UU.,Consumer,VA,Golf,Africa,Maiduguri,Nigeria,0.170000002,5,250.0,West Africa,Borno,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,11,2016,45
DEBIT,4,Women's Apparel,Louisville,EE. UU.,Consumer,KY,Golf,Africa,Nairobi,Kenia,0.180000007,5,250.0,East Africa,Nairobi,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,11,2016,47
DEBIT,4,Women's Apparel,Lockport,EE. UU.,Consumer,NY,Golf,Africa,Kitwe,Zambia,0.180000007,5,250.0,East Africa,Copperbelt,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,12,2016,49
DEBIT,4,Women's Apparel,Chicago,EE. UU.,Consumer,IL,Golf,Africa,Lagos,Nigeria,0.180000007,5,250.0,West Africa,Lagos,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,10,2016,39
DEBIT,4,Women's Apparel,Staten Island,EE. UU.,Consumer,NY,Golf,Africa,Nkongsamba,Camerún,0.200000003,5,250.0,Central Africa,Littoral,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,10,2016,42
DEBIT,4,Shop By Sport,Tucson,EE. UU.,Consumer,AZ,Golf,Africa,Mbuji-mayi,República Democrática del Congo,0.25,5,199.9499969,Central Africa,Kasai Oriental,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,3,10,2016,40
DEBIT,4,Women's Apparel,Plymouth,EE. UU.,Consumer,MA,Golf,Africa,Lome,Togo,0.25,5,250.0,West Africa,Marítima,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,12,2016,51
DEBIT,4,Accessories,Cleveland,EE. UU.,Consumer,OH,Outdoors,Africa,Pretoria,SudAfrica,0.0,5,124.9499969,Southern Africa,Gauteng,Team Golf Tennessee Volunteers Putter Grip,Standard Class,4,9,2016,35
DEBIT,4,Accessories,Bronx,EE. UU.,Consumer,NY,Outdoors,Africa,Dakar,Senegal,0.050000001,5,124.9499969,West Africa,Dakar,Team Golf St. Louis Cardinals Putter Grip,Standard Class,1,10,2016,41
DEBIT,4,Accessories,Webster,EE. UU.,Consumer,NY,Outdoors,Africa,Mahajanga,Madagascar,0.059999999,5,124.9499969,East Africa,Boeny,Team Golf San Francisco Giants Putter Grip,Standard Class,1,10,2016,41
DEBIT,4,Trade-In,Stockton,EE. UU.,Consumer,CA,Outdoors,Africa,Lome,Togo,0.07,5,79.94999695,West Africa,Marítima,Glove It Imperial Golf Towel,Standard Class,3,10,2016,43
DEBIT,4,Trade-In,Amarillo,EE. UU.,Consumer,TX,Outdoors,Africa,Kano,Nigeria,0.159999996,5,79.94999695,West Africa,Kano,Glove It Urban Brick Golf Towel,Standard Class,2,10,2016,40
DEBIT,4,Electronics,Martinsburg,EE. UU.,Consumer,WV,Outdoors,Africa,Annaba,Argelia,0.180000007,5,159.9499969,North Africa,Annaba,Bridgestone e6 Straight Distance NFL Tennesse,Standard Class,2,12,2016,52
DEBIT,4,Hunting & Shooting,Cumberland,EE. UU.,Consumer,MD,Fan Shop,Africa,Casablanca,Marruecos,0.200000003,5,149.9499969,North Africa,Gran Casablanca,ENO Atlas Hammock Straps,Standard Class,3,9,2016,35
DEBIT,4,Tennis & Racquet,Pekin,EE. UU.,Consumer,IL,Fitness,Africa,Cotonou,Benín,0.170000002,5,224.9499969,West Africa,Littoral,Nike Men's Comfort 2 Slide,Standard Class,4,12,2016,48
DEBIT,4,Cardio Equipment,Tallahassee,EE. UU.,Consumer,FL,Footwear,Africa,Jartum,Sudán,0.050000001,5,499.9500122,North Africa,Jartum,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,10,2016,40
DEBIT,4,Cleats,Jacksonville,EE. UU.,Consumer,FL,Apparel,Africa,Dar es Salaam,Tanzania,0.0,5,299.9500122,East Africa,Dar es Salaam,Perfect Fitness Perfect Rip Deck,Standard Class,1,8,2016,35
DEBIT,4,Shop By Sport,Woonsocket,EE. UU.,Consumer,RI,Golf,Africa,Cairo,Egipto,0.170000002,5,199.9499969,North Africa,El Cairo,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,10,2016,42
DEBIT,4,Women's Apparel,Stockton,EE. UU.,Consumer,CA,Golf,Africa,Cape Town,SudAfrica,0.200000003,5,250.0,Southern Africa,Cabo Occidental,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,8,2016,35
DEBIT,4,Electronics,Lithonia,EE. UU.,Consumer,GA,Outdoors,Africa,Cape Town,SudAfrica,0.180000007,5,239.9499969,Southern Africa,Cabo Occidental,Titleist Pro V1x Golf Balls,Standard Class,3,12,2016,52
DEBIT,4,Baseball & Softball,Oak Lawn,EE. UU.,Consumer,IL,Fitness,Europe,Montpellier,Francia,0.050000001,5,299.9500122,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,adidas Men's F10 Messi TRX FG Soccer Cleat,Standard Class,1,10,2015,42
DEBIT,4,Fitness Accessories,Detroit,EE. UU.,Consumer,MI,Footwear,Europe,Khmelnytskyi,Ucrania,0.0,5,174.9499969,Eastern Europe,Khmelnytskyi,Under Armour Hustle Storm Medium Duffle Bag,Standard Class,3,9,2016,39
DEBIT,4,Cardio Equipment,Alhambra,EE. UU.,Consumer,CA,Footwear,Europe,Vannes,Francia,0.01,5,499.9500122,Western Europe,Bretaña,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,8,2015,33
DEBIT,4,Electronics,New Haven,EE. UU.,Consumer,CT,Footwear,Europe,Fuenlabrada,España,0.02,5,139.9499969,Southern Europe,Madrid,Under Armour Kids' Mercenary Slide,Standard Class,4,8,2015,33
DEBIT,4,Cardio Equipment,North Tonawanda,EE. UU.,Consumer,NY,Footwear,Europe,Villemomble,Francia,0.02,5,499.9500122,Western Europe,Isla de Francia,Nike Men's Free 5.0+ Running Shoe,Standard Class,0,8,2015,33
DEBIT,4,Cardio Equipment,Phoenix,EE. UU.,Consumer,AZ,Footwear,Europe,Montpellier,Francia,0.029999999,5,499.9500122,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,7,2017,30
DEBIT,4,Cardio Equipment,Kenner,EE. UU.,Consumer,LA,Footwear,Europe,Gien,Francia,0.029999999,5,499.9500122,Western Europe,Centro-Valle de Loira,Nike Men's Free 5.0+ Running Shoe,Standard Class,1,9,2017,36
DEBIT,4,Cardio Equipment,Washington,EE. UU.,Consumer,PA,Footwear,Europe,Neuilly-sur-Seine,Francia,0.029999999,5,499.9500122,Western Europe,Isla de Francia,Nike Men's Free 5.0+ Running Shoe,Standard Class,2,6,2017,26
DEBIT,4,Electronics,Holland,EE. UU.,Consumer,MI,Footwear,Europe,Viersen,Alemania,0.029999999,5,159.9499969,Western Europe,Renania del Norte-Westfalia,Under Armour Women's Ignite PIP VI Slide,Standard Class,0,6,2015,25
DEBIT,4,Cardio Equipment,Morrisville,EE. UU.,Consumer,PA,Footwear,Europe,Verona,Italia,0.039999999,5,499.9500122,Southern Europe,Véneto,Nike Men's Free 5.0+ Running Shoe,Standard Class,3,7,2017,27
DEBIT,4,Cardio Equipment,Memphis,EE. UU.,Consumer,TN,Footwear,Europe,Fano,Italia,0.039999999,5,499.9500122,Southern Europe,Marche,Nike Men's Free 5.0+ Running Shoe,Standard Class,1,9,2017,36
DEBIT,4,Cardio Equipment,Federal Way,EE. UU.,Consumer,WA,Footwear,Europe,Gdynia,Polonia,0.050000001,5,499.9500122,Eastern Europe,Pomerania,Nike Men's Free 5.0+ Running Shoe,Standard Class,3,11,2016,46
DEBIT,4,Cardio Equipment,San Diego,EE. UU.,Consumer,CA,Footwear,Europe,Talavera de la Reina,España,0.050000001,5,499.9500122,Southern Europe,Castilla-La Mancha,Nike Men's Free 5.0+ Running Shoe,Standard Class,5,7,2017,28
DEBIT,4,Cardio Equipment,Chicago,EE. UU.,Consumer,IL,Footwear,Europe,Montreuil,Francia,0.050000001,5,499.9500122,Western Europe,Isla de Francia,Nike Men's Free 5.0+ Running Shoe,Standard Class,2,9,2017,37
DEBIT,4,Fitness Accessories,Los Angeles,EE. UU.,Consumer,CA,Footwear,Europe,Marseille,Francia,0.050000001,5,174.9499969,Western Europe,Provenza-Alpes-Costa Azul,Under Armour Hustle Storm Medium Duffle Bag,Standard Class,5,10,2015,40
DEBIT,4,Fitness Accessories,Bronx,EE. UU.,Consumer,NY,Footwear,Europe,Lisbon,Portugal,0.059999999,5,174.9499969,Southern Europe,Lisboa,Under Armour Hustle Storm Medium Duffle Bag,Standard Class,5,10,2015,40
DEBIT,4,As Seen on  TV!,Long Beach,EE. UU.,Consumer,CA,Footwear,Europe,Wolverhampton,Reino Unido,0.07,5,499.9500122,Northern Europe,Inglaterra,Nike Men's Free TR 5.0 TB Training Shoe,Standard Class,5,9,2017,35
DEBIT,4,Cardio Equipment,Chicago,EE. UU.,Consumer,IL,Footwear,Europe,Satu Mare,Rumania,0.090000004,5,499.9500122,Eastern Europe,Satu Mare,Nike Men's Free 5.0+ Running Shoe,Standard Class,2,11,2016,46
TRANSFER,4,Cleats,West Covina,EE. UU.,Corporate,CA,Apparel,LATAM,Guadalajara,México,0.150000006,2,119.9800034,Central America,Jalisco,Perfect Fitness Perfect Rip Deck,Standard Class,0,3,2017,11
TRANSFER,4,Cleats,Ventura,EE. UU.,Corporate,CA,Apparel,LATAM,Cúcuta,Colombia,0.150000006,2,119.9800034,South America,Norte de Santander,Perfect Fitness Perfect Rip Deck,Standard Class,3,6,2017,22
TRANSFER,4,Cleats,Washington,EE. UU.,Corporate,DC,Apparel,LATAM,Zacatecas,México,0.170000002,2,119.9800034,Central America,Zacatecas,Perfect Fitness Perfect Rip Deck,Standard Class,1,2,2017,8
TRANSFER,4,Cleats,Valrico,EE. UU.,Corporate,FL,Apparel,LATAM,Chihuahua,México,0.170000002,2,119.9800034,Central America,Chihuahua,Perfect Fitness Perfect Rip Deck,Standard Class,3,4,2017,14
TRANSFER,4,Cleats,Kaneohe,EE. UU.,Corporate,HI,Apparel,LATAM,Brasília,Brasil,0.170000002,2,119.9800034,South America,Distrito Federal,Perfect Fitness Perfect Rip Deck,Standard Class,4,1,2017,4
TRANSFER,4,Women's Apparel,Ventura,EE. UU.,Corporate,CA,Golf,LATAM,Santarém,Brasil,0.0,2,100.0,South America,Pará,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,2,2015,7
TRANSFER,4,Women's Apparel,Brooklyn,EE. UU.,Corporate,NY,Golf,LATAM,Joinville,Brasil,0.0,2,100.0,South America,Santa Catarina,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,3,2017,9
TRANSFER,4,Women's Apparel,Oceanside,EE. UU.,Corporate,CA,Golf,LATAM,Monterrey,México,0.01,2,100.0,Central America,Nuevo León,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,5,2017,18
TRANSFER,4,Shop By Sport,Fort Worth,EE. UU.,Corporate,TX,Golf,LATAM,Pitalito,Colombia,0.01,2,79.98000336,South America,Huila,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,6,4,2015,16
TRANSFER,4,Women's Apparel,Plymouth,EE. UU.,Corporate,MA,Golf,LATAM,Puebla,México,0.029999999,2,100.0,Central America,Puebla,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,3,2015,12
TRANSFER,4,Women's Apparel,Brooklyn,EE. UU.,Corporate,NY,Golf,LATAM,Santo Domingo,República Dominicana,0.039999999,2,100.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,5,2017,21
TRANSFER,4,Shop By Sport,Cleveland,EE. UU.,Corporate,OH,Golf,LATAM,Querétaro,México,0.039999999,2,79.98000336,Central America,Querétaro,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,3,5,2017,20
TRANSFER,4,Shop By Sport,Philadelphia,EE. UU.,Corporate,PA,Golf,LATAM,Chaguanas,Trinidad y Tobago,0.050000001,2,79.98000336,Caribbean,Chaguanas,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,4,2,2015,8
TRANSFER,4,Shop By Sport,Lodi,EE. UU.,Corporate,CA,Golf,LATAM,Chimaltenango,Guatemala,0.050000001,2,79.98000336,Central America,Chimaltenango,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,5,2015,19
TRANSFER,4,Women's Apparel,Bakersfield,EE. UU.,Corporate,CA,Golf,LATAM,Belo Horizonte,Brasil,0.050000001,2,100.0,South America,Minas Gerais,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,2,2017,7
TRANSFER,4,Girls' Apparel,Philadelphia,EE. UU.,Corporate,PA,Golf,LATAM,Tlaquepaque,México,0.059999999,2,140.0,Central America,Jalisco,adidas Youth Germany Black/Red Away Match Soc,Standard Class,4,1,2015,5
TRANSFER,4,Girls' Apparel,Long Beach,EE. UU.,Corporate,CA,Golf,LATAM,San Miguelito,Panamá,0.07,2,50.0,Central America,Panamá,adidas Men's Germany Black Crest Away Tee,Standard Class,6,3,2017,12
TRANSFER,4,Women's Apparel,San Jose,EE. UU.,Corporate,CA,Golf,LATAM,Hermosillo,México,0.07,2,100.0,Central America,Sonora,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,2,2017,6
TRANSFER,4,Women's Apparel,Murfreesboro,EE. UU.,Corporate,TN,Golf,LATAM,Coacalco,México,0.07,2,100.0,Central America,México,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,3,2017,13
TRANSFER,4,Shop By Sport,Carlsbad,EE. UU.,Corporate,CA,Golf,LATAM,Balneário Camboriú,Brasil,0.090000004,2,79.98000336,South America,Santa Catarina,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,4,2017,17
TRANSFER,4,Shop By Sport,Hamilton,EE. UU.,Corporate,OH,Golf,LATAM,Tegucigalpa,Honduras,0.100000001,2,79.98000336,Central America,Francisco Morazán,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,4,3,2017,13
TRANSFER,4,Shop By Sport,Houston,EE. UU.,Corporate,TX,Golf,LATAM,Petapa,Guatemala,0.100000001,2,79.98000336,Central America,Guatemala,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,5,3,2015,13
TRANSFER,4,Women's Apparel,New York,EE. UU.,Corporate,NY,Golf,LATAM,La Ceiba,Honduras,0.100000001,2,100.0,Central America,Atlántida,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,3,2015,12
TRANSFER,4,Shop By Sport,Hayward,EE. UU.,Corporate,CA,Golf,LATAM,Maturín,Venezuela,0.100000001,2,79.98000336,South America,Monagas,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,1,2015,2
TRANSFER,4,Women's Apparel,Bridgeton,EE. UU.,Corporate,NJ,Golf,LATAM,Parintins,Brasil,0.100000001,2,100.0,South America,Amazonas,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,2,2017,5
TRANSFER,4,Women's Apparel,Martinsburg,EE. UU.,Corporate,WV,Golf,LATAM,São Paulo,Brasil,0.100000001,2,100.0,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,1,1,2015,5
TRANSFER,4,Shop By Sport,Bay Shore,EE. UU.,Corporate,NY,Golf,LATAM,Santiago de Cuba,Cuba,0.119999997,2,79.98000336,Caribbean,Santiago de Cuba,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,5,2017,22
TRANSFER,4,Women's Apparel,Palatine,EE. UU.,Corporate,IL,Golf,LATAM,Puebla,México,0.119999997,2,100.0,Central America,Puebla,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,4,2015,15
TRANSFER,4,Women's Apparel,Smyrna,EE. UU.,Corporate,GA,Golf,LATAM,Mixco,Guatemala,0.129999995,2,100.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,3,2015,10
TRANSFER,4,Women's Apparel,Van Nuys,EE. UU.,Corporate,CA,Golf,LATAM,Huehuetenango,Guatemala,0.150000006,2,100.0,Central America,Huehuetenango,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,5,2015,21
TRANSFER,4,Shop By Sport,Opa Locka,EE. UU.,Corporate,FL,Golf,LATAM,Chinautla,Guatemala,0.170000002,2,79.98000336,Central America,Guatemala,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2,6,2017,23
TRANSFER,4,Girls' Apparel,Los Angeles,EE. UU.,Corporate,CA,Golf,LATAM,Apopa,El Salvador,0.180000007,2,79.98000336,Central America,San Salvador,TYR Boys' Team Digi Jammer,Standard Class,3,2,2017,7
TRANSFER,4,Shop By Sport,Saint Paul,EE. UU.,Corporate,MN,Golf,LATAM,Sorocaba,Brasil,0.180000007,2,79.98000336,South America,São Paulo,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,2,2017,6
TRANSFER,4,Shop By Sport,Edison,EE. UU.,Corporate,NJ,Golf,LATAM,San Justo,Argentina,0.180000007,2,79.98000336,South America,Santa Fe,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,3,2015,11
TRANSFER,4,Women's Apparel,Baytown,EE. UU.,Corporate,TX,Golf,LATAM,Colombo,Brasil,0.180000007,2,100.0,South America,Paraná,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,2,2015,8
TRANSFER,4,Women's Apparel,Los Angeles,EE. UU.,Corporate,CA,Golf,LATAM,Apopa,El Salvador,0.200000003,2,100.0,Central America,San Salvador,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,2,2017,7
TRANSFER,4,Women's Apparel,Sylmar,EE. UU.,Corporate,CA,Golf,LATAM,Itu,Brasil,0.200000003,2,100.0,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,3,2017,10
TRANSFER,4,Shop By Sport,Palatine,EE. UU.,Corporate,IL,Golf,LATAM,Puebla,México,0.25,2,79.98000336,Central America,Puebla,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,3,4,2015,15
TRANSFER,4,Shop By Sport,Bend,EE. UU.,Corporate,OR,Golf,LATAM,Cuernavaca,México,0.25,2,79.98000336,Central America,Morelos,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,0,2,2017,6
TRANSFER,4,Women's Apparel,Baytown,EE. UU.,Corporate,TX,Golf,LATAM,Villa Nueva,Guatemala,0.25,2,100.0,Central America,Guatemala,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2,5,2017,22
TRANSFER,4,Electronics,Lodi,EE. UU.,Corporate,CA,Outdoors,LATAM,Chimaltenango,Guatemala,0.01,2,63.97999954,Central America,Chimaltenango,Bridgestone e6 Straight Distance NFL Tennesse,Standard Class,0,5,2015,19
TRANSFER,4,Accessories,Opa Locka,EE. UU.,Corporate,FL,Outdoors,LATAM,Águas Lindas de Goiás,Brasil,0.059999999,2,49.97999954,South America,Goiás,Team Golf Texas Longhorns Putter Grip,Standard Class,2,3,2015,13
TRANSFER,4,Golf Balls,Burnsville,EE. UU.,Corporate,MN,Outdoors,LATAM,Vespasiano,Brasil,0.100000001,2,39.97999954,South America,Minas Gerais,Glove It Women's Imperial Golf Glove,Standard Class,5,5,2015,20
TRANSFER,4,Electronics,Huntington Station,EE. UU.,Corporate,NY,Outdoors,LATAM,Bogotá,Colombia,0.119999997,2,95.98000336,South America,Bogotá,Titleist Pro V1x High Numbers Golf Balls,Standard Class,2,4,2015,18
TRANSFER,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Bhilai,India,0.200000003,1,327.75,South Asia,Chhattisgarh,Smart watch ,Standard Class,4,1,2018,2
DEBIT,4,Sporting Goods,Sunnyvale,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Qingdao,China,0.25,1,327.75,Eastern Asia,Shandong,Smart watch ,Standard Class,4,1,2018,2
DEBIT,2,Sporting Goods,Sugar Land,EE. UU.,Corporate,TX,Fitness,Pacific Asia,Qingdao,China,0.0,1,327.75,Eastern Asia,Shandong,Smart watch ,Second Class,4,1,2018,2
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Herat,Afganistán,0.01,1,327.75,South Asia,Herat,Smart watch ,Standard Class,4,1,2018,2
PAYMENT,4,Sporting Goods,Brighton,EE. UU.,Corporate,MA,Fitness,Pacific Asia,Herat,Afganistán,0.02,1,327.75,South Asia,Herat,Smart watch ,Standard Class,4,1,2018,2
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Herat,Afganistán,0.029999999,1,327.75,South Asia,Herat,Smart watch ,Standard Class,4,1,2018,2
TRANSFER,4,Sporting Goods,Garden Grove,EE. UU.,Corporate,CA,Fitness,Pacific Asia,Sydney,Australia,0.039999999,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,4,1,2018,2
PAYMENT,2,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Bandung,Indonesia,0.050000001,1,327.75,Southeast Asia,Java Occidental,Smart watch ,Second Class,4,1,2018,2
TRANSFER,4,Sporting Goods,Bismarck,EE. UU.,Corporate,ND,Fitness,Pacific Asia,Newcastle,Australia,0.059999999,1,327.75,Oceania,Nueva Gales del Sur,Smart watch ,Standard Class,4,1,2018,2
DEBIT,1,Sporting Goods,Caguas,Puerto Rico,Home Office,PR,Fitness,Pacific Asia,Tongchuan,China,0.07,1,327.75,Eastern Asia,Shaanxi,Smart watch ,First Class,4,1,2018,2
TRANSFER,4,Sporting Goods,Gaithersburg,EE. UU.,Consumer,MD,Fitness,Pacific Asia,Tongchuan,China,0.090000004,1,327.75,Eastern Asia,Shaanxi,Smart watch ,Standard Class,4,1,2018,2
DEBIT,4,Sporting Goods,Caguas,Puerto Rico,Corporate,PR,Fitness,Pacific Asia,Tongchuan,China,0.100000001,1,327.75,Eastern Asia,Shaanxi,Smart watch ,Standard Class,4,1,2018,2
DEBIT,4,Sporting Goods,Bismarck,EE. UU.,Corporate,ND,Fitness,Pacific Asia,Tongchuan,China,0.119999997,1,327.75,Eastern Asia,Shaanxi,Smart watch ,Standard Class,4,1,2018,2
TRANSFER,4,Sporting Goods,Honolulu,EE. UU.,Corporate,HI,Fitness,Pacific Asia,Ujjain,India,0.129999995,1,327.75,South Asia,Madhya Pradesh,Smart watch ,Standard Class,4,1,2018,2
